CountryName,ArrID,ArrType,ApprovalDate,InitialEndDate,RevisedEndDate,IniPgmYr,BoardActDate,ReviewType,ReviewSequence,EconDescrpt,Descpt,CondtOriginTxt,SPC_PA_SB,CondtSource,CondtSourceTxt,LeadInst,TestDate,Status,Comments
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.1. Revenue measures, excluding trade policy",Submit to parliament amendments to all presumptive tax laws to index the rates to the CPI.,,SB,,,,06/30/2007,M,NULL
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.1. Revenue measures, excluding trade policy",Submit to Parliament a law introducing a presumptive tax on property developers based on square meters of development to reduce tax evasion in the construction sector.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,03/31/2006,MD,"At P1R2, submitted to Parliament in May 2006."
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.1. Revenue measures, excluding trade policy","Submit to parliament an amendment to the VAT law to become effective January 1, 2006, that will reduce the list of goods exempt from VAT payment at the border as specified in paragraph 24 of the MEFP and introduce a time limit after which VAT must be paid under the capital deferral system, both effective 2006.",,SB,,,,06/30/2005,M,
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.2. Revenue administration, including customs","Improve the STS's ability to conduct audits by passing a law on tax audits, including provisions to: permit off-site audits and several types of audits at a time; extend the time limit for budget audits of large enterprises to at least 3 months; and, extend the time limit for drafting the audit report to at least 3 weeks.",,SB,,,,06/30/2005,NM,"At P1R1, not observed.  The draft law was approved by the government but, due to scheduling difficulties in parliament, has not yet been approved by parliament."
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.2. Revenue administration, including customs",Start applying universal VAT cross-checks.,,SB,,,,06/30/2006,M,NULL
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.2. Revenue administration, including customs",Establish a dedicated Risk Management Unit in the State Customs Committee (SCC).  One of the objectives of the unit will be the regular review and updating of examination selectivity criteria.,,SB,,,,06/30/2006,M,NULL
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.2. Revenue administration, including customs",Expand the use of the examination selectivity module in ASYCUDA to all customs houses and customs points.,,SB,,,,09/30/2006,M,NULL
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.1. Revenue measures, excluding trade policy",Finalize the general part of the unified tax code:(i) Complete the general part of the unified tax code in consulation with stakeholders.,,SB,,,,06/30/2007,M,NULL
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.1. Revenue measures, excluding trade policy",Finalize the general part of the unified tax code:(ii) Submit to parliament the genaral part of the unified tax code in consultation with stakeholders.,,SB,,,,12/31/2007,M,NULL
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.2. Revenue administration, including customs","Strengthen the IT capacity of the State Tax Service (STS):Establish an electronic risk-based selection system for VAT cross-checks, audits, and refunds. Issue an STS decree specifying the procedure and a timeline that envisages full technical implementation by the end of 2007.",,SB,,,,12/31/2006,M,NULL
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.2. Revenue administration, including customs",Strengthen the IT capacity of the State Tax Service (STS):(i) introduce a unified computer network linking all inspectorates of the STS.,,SB,,,,06/30/2007,NM,"At P1R5, ""there has been some delay in introducing an unified computer network linking all STS inspectorates."""
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.2. Revenue administration, including customs",Government to approve a medium-term modernization program for the State Tax Service (STS) in line with IMF recommendations.,,SB,,,,05/31/2007,M,NULL
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.2. Revenue administration, including customs",Strengthen the IT capacity of the State Tax Service (STS):(ii)  start the pilot testing of automated risk-based audit selection system.,,SB,,,,06/30/2007,M,NULL
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.2. Revenue administration, including customs",Strengthen the IT capacity of the State Tax Service (STS):(iii)  start the pilot testing of risk-based software for VAT refunds.,,SB,,,,10/31/2007,M,NULL
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.2. Revenue administration, including customs",Strengthen the IT capacity of the State Tax Service (STS):(iv)  implement the automated risk-based audit selction system.,,SB,,,,12/31/2007,M,NULL
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.1. Revenue measures, excluding trade policy",Submit legislation to parliament to help increase tax revenues from imported and domestically produced tobacco products preferably by moving these products from the presumptive to the regular VAT and excise regime; alternatively raise the current tax rates on these products by at least 10 percent.,,SB,,,,12/31/2007,M,NULL
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",Submit to parliament a new Securities Market Regulation Law that corresponds to the standards of the International Organization of Securities Commissions.,,SB,,,,03/31/2007,NM,"At P1R4, not observed.  Expected to be submitted in April 2007.  At P1R5, ""the new Securities Market Regulation Law was submitted to parliament with some delay."""
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",Submit to parliament legislation allowing asset securitization and issuance of mortgage-backed securities.,,SB,,,,12/31/2007,M,NULL
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",Submit to parliament a new law on Anti-Money Laundering and Combating the Financing of Terrorism in line with FATF 40+9 recommendations.,,SB,,,,12/31/2007,M,NULL
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"5.2. Privatization, public enterprise reform and restructuring, other than pricing",Submit to parliament amendments to the law on state non commercial enterprises to streamline their definition and their activities and define the functions of the management bodies.,,SB,,,,12/31/2006,MD,"At P1R4, not observed.  The amendments were submitted to parliament in January 2007."
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.2. Revenue administration, including customs",Increase by 5 percentage points the share of the number of declarations of imports for which the approved customs value is determined on the basis of declared transaction prices.,Condition is new,SB,TA,Technical Assistance,IMF,12/31/2005,M,NULL
ARMENIA,557,PRGF,05/25/2005,05/24/2008,          ,2005,05/19/2008,R6,L   ,"1.2. Revenue administration, including customs",Agree on the terms of reference for an operational review of the State Customs Committee by a specialized international company in preparation for tender.,,SB,,,,06/30/2005,M,
ARMENIA,602,PRGF,11/17/2008,11/16/2011,03/06/2009,2008,11/17/2008,R0,EL  ,"1.2. Revenue administration, including customs","Introduce best practices in VAT refund processing to exporters by: (i) clearing the stock of late refund claims, while meeting the statutory 90-day processing deadline for all claims filed in 2009",Condition is new,SPC,"IMF, CtyTeam",IMF Country team,IMF,12/31/2009,PC,"R0 macro criticality:  Reduce the stock of refund claims, which has been increasing since late 2006 because of pressure to meet collection targets and concerns about VAT fraud."
ARMENIA,602,PRGF,11/17/2008,11/16/2011,03/06/2009,2008,11/17/2008,R0,EL  ,1.5. Debt Management,"Strengthen domestic debt market by signing an agreement between the Ministry of Finance (MoF) and Central Bank (CBA) on the coordination of government securities auctions, including (i) the discontinuation of CBA security issuance",Condition is new,SPC,"IMF, CtyTeam",IMF Country team,IMF,12/31/2008,PC,R0 macro criticality:  Remove market segmentation.
ARMENIA,602,PRGF,11/17/2008,11/16/2011,03/06/2009,2008,11/17/2008,R0,EL  ,"1.2. Revenue administration, including customs",Introduce best practices in VAT refund processing to exporters by:  (iii) implementing a forecasting system to anticipate refund levels so that funds are available to pay legitimate refund claims as they occur,,SPC,,,,12/31/2009,PC,R0 macro criticality:  Ensure that funds are available to pay legitimate refund claims as they occur.
ARMENIA,602,PRGF,11/17/2008,11/16/2011,03/06/2009,2008,11/17/2008,R0,EL  ,"1.2. Revenue administration, including customs","Introduce best practices in VAT refund processing to exporters by:  (iv) submitting legislation to parliament to strengthen penalties for false refund claims and pay interest on legitimate refunds not paid on time (interest will apply only to new claims filed after December 31, 2009). Interest will be paid out of VAT revenues.",,SPC,,,,12/31/2009,PC,R0 macro criticality:  Enhance the integrity of VAT system by strengthening incentives for both tax payers and tax administration.
ARMENIA,602,PRGF,11/17/2008,11/16/2011,03/06/2009,2008,11/17/2008,R0,EL  ,1.5. Debt Management,"Strengthen domestic debt market by signing an agreement between the Ministry of Finance (MoF) and Central Bank (CBA) on the coordination of government securities auctions, including: (ii) a commitment to avoid using cut-off yields at Treasury auctions, except to reject clearly speculative bids that lie outside the normal range of bidding.",,SPC,,,,12/31/2008,PC,"R0 macro criticality:  Strengthen monetary transmission mechanism, boost credibility of the government's macroeconomic framework, and encourage development of treasury securities market."
ARMENIA,602,PRGF,11/17/2008,11/16/2011,03/06/2009,2008,11/17/2008,R0,EL  ,"1.2. Revenue administration, including customs","Introduce best practices in VAT refund processing to exporters by: (ii) implementing risk-management approaches (i.e. taxpayers with good compliance histories to get fast-track refunds, while risky cases face pre-refund audits)",,SPC,,,,12/31/2009,PC,"R0 macro criticality:  Introduce best practice in modern tax administration in Armenia, which should be feasible given small number of claims."
ARMENIA,602,PRGF,11/17/2008,11/16/2011,03/06/2009,2008,11/17/2008,R0,EL  ,"1.2. Revenue administration, including customs",Restructure the tax administration organization by (i) implementing a modern function-based structure.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2008,SB,R0 macro criticality:  Remove inefficiencies (such as duplicated activity) and ensure better use of tax administration resources.
ARMENIA,602,PRGF,11/17/2008,11/16/2011,03/06/2009,2008,11/17/2008,R0,EL  ,"1.2. Revenue administration, including customs",Restructure the tax administration organization by: (ii) merging the four specialist inspectorates into a single large taxpayer inspectorate (LTI).,,SB,,,,12/31/2008,SB,"R0 macro criticality:  Focus on large taxpayer segment, where contributions to total tax revenues have been declining in recent years."
ARMENIA,602,PRGF,11/17/2008,11/16/2011,03/06/2009,2008,11/17/2008,R0,EL  ,"1.2. Revenue administration, including customs",Restructure the tax administration organization by:  (iii) closing at least 10 tax inspectorates that are not cost-effective.,,SB,,,,12/31/2008,SB,R0 macro criticality:  Redirect tax administration resources to higher revenue-yielding activities.
ARMENIA,602,PRGF,11/17/2008,11/16/2011,03/06/2009,2008,11/17/2008,R0,EL  ,"1.2. Revenue administration, including customs",Further reduce the number of tax inspectorates by at least 20.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2009,SB,R0 macro criticality:  Redirect tax administration resources to higher revenue-yielding activities.
ARMENIA,602,PRGF,11/17/2008,11/16/2011,03/06/2009,2008,11/17/2008,R0,EL  ,"1.7. Fiscal transparency (publication, parliamentary oversight)","Strengthen the fiscal framework by producing a yearly analytical report identifying fiscal challenges and risks over the short- and medium-term, and potential fiscal policy responses to them.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2009,SB,R0 macro criticality:  Fiscal policy should become a more effective and credible demand management tool.
ARMENIA,602,PRGF,11/17/2008,11/16/2011,03/06/2009,2008,11/17/2008,R0,EL  ,2.1. Central bank operations and reforms,Improve the recapitalization mechanism for the central bank by amending Article 11 of the Law on the Central Bank of the Republic of Armenia to allow a gradual recapitalization of the CBA with marketable securities.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2009,SB,"R0 macro criticality:  Current modalities (non-marketable, non-interest bearing promissory notes) lack transparency, hinder monetary policy implementation, and discourage debt market development."
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,6.2. Restructuring and privatization of financial institutions,Approve a plan to increase the resources of the Deposit Guarantee Fund (DGF).,Condition is new,SPC,"IMF, CtyTeam",IMF Country team,IMF,06/30/2009,Mod,"Rationale for macro criticality: higer resources boost the credibility of the Deposit Guarantee Fund, which is crucial in assuring depositors that there is no need to withdraw deposits from banks. At R1, this performance criterion is changed to a benchmark with the same test date."
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,"1.2. Revenue administration, including customs","Introduce best practices in VAT refund processing to exporters by (i) clearing the stock of late refund claims, while meeting the statutory 90-day processing deadline for all claims filed in 2009; (ii) implementing risk-management approaches;4 (iii) implementing a forecasting system to anticipate refund levels so that funds are available to pay legitimate refund claims as they occur; and (iv) submitting legislation to parliament to strengthen penalties for false refund claims and pay interest on legitimate refunds not paid on time (interest will apply only to new claims filed after December 31, 2009).",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2009,MOD,"At R1, this condition was split into 2 structural benchmarks -- one related to meeting the 90-day statutory deadline for processing VAT refund claims which will be monitored on a continuous basis, and the other related to submission to parliament for strengthening penalties for overstated VAT refunds, with a test date of end-September 2009."
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,"1.2. Revenue administration, including customs","Submit legislation to parliament to (a) strengthen penalties for overstated VAT refund claims effective January 2010, and (b) pay interest on all legitimate VAT refund claims filed after December 2009 and not refunded within 90 days, with interest to be paid out of VAT revenues.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,09/30/2009,M,Introduced at R1. Rationale for macro criticality: Enhance the efficiency of tax administration and improve revenue performance while ensuring the integrity of the VAT system by reducing incentives for fraud and corruption.
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,"1.2. Revenue administration, including customs",Meet the statutory 90-day processing deadline for all VAT refund claims filed in 2009.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,Continuous,SB,Introduced at R1. Benchmark is continuous throughout 2009. Rationale for macro criticality: Boost the integrity of the tax system and enhance revenue performance by increasing compliance and reducing incentives for tax evasion.
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,"1.2. Revenue administration, including customs",Meet the statutory 90-day processing deadline for all VAT refund claims filed in 2009.,,SB,,,,09/30/2009,M,Met for R2.
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,"1.2. Revenue administration, including customs","As a necessary condition for implementing a fully functional risk-based approach to VAT refund processing, submit legislation to parliament that allows only high-risk VAT refunds to be subject to review.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,03/30/2010,SB,"Introduced at R2. Rationale: enhance the efficiency of tax administration by introducing best practice in modern tax administration, while ensuring the integrity of the VAT system."
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,2.1. Central bank operations and reforms,Submit to parliament an amendment to Article 11 of the ?Law on the Central Bank of the Republic of Armenia? to allow a gradual recapitalization of the CBA with marketable interest bearing securities.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,09/30/2009,M,"Introduced at R1. Rationale for macro criticality: Promote central bank financing modalities that increase transparency and support monetary policy implementation. [Current modalities (non-marketable, non-interest bearing promissory notes) lack transparency, hinder monetary policy implementation, and discourage debt market development.] "
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,"1.1. Revenue measures, excluding trade policy","As part of the unified Tax Code, submit legislation to parliament to bring petroleum and tobacco products within the regular tax regimes (excise tax, customs duties, profit tax, and VAT), effective January 2011.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2009,M,"Introduced at R1. Rationale for macro criticality: Establish a sustainable and effective revenue base by increasing revenue collection from petroleum and tobacco products, while enhancing tax efficiency and equity. Mey at R3."
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,"4.2. Other social sector reforms (e.g., social safety nets, health and education)","In close collaboration with the World Bank, develop a strategy to further strengthen the targeting of social safety nets.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2009,M,Introduced at R1. Rationale for macro criticality: Improve the targeting and efficiency of social safety nets so as to provide additional assistance to the poor while minimizing costs. Met at R3.
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,6. Financial sector,Approve a plan to increase the resources of the Deposit Guarantee Fund.  This was a performance criteria that became a structural benchmark during the first review (Jun 09),Condition was previously a performance criterion,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2009,M,"Rationale for macro criticality: higher resources boost the credibility of the Deposit Guarantee Fund, which is crucial in assuring depositors that there is no need to withdraw deposits from banks.  In case of bank closures, the Deposit Guarantee Fund would likely need further resources to meet existing commitments to depositors. At R1, previously a structural performance criterion is now a structural benchmark with the same test date."
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,6. Financial sector,Start offering repo operations with a maturity of at least three months.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2009,M,Introduced at R1. Rationale for macro criticality: Unlock the frozen credit market and strengthen the transmission of monetary policy by providing longer-term dram liquidity to facilitate banks? liquidity management and promote domestic currency lending.
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,7. Exchange systems and restrictions (current and capital),CBA to adopt a formal foreign exchange market intervention strategy consistent with IMF technical assistance.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2009,M,Introduced at R1. Rationale for macro criticality: Ensure a coherent intervention strategy to achieve consistent and transparent outcomes in line with the objectives of smoothing excessive movements of the exchange rate and accumulating international reserves.
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,"1.2. Revenue administration, including customs",Meet the statutory 90-day processing deadline for all VAT refund claims filed in 2009.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2009,M,Met at R3. Was continuous in 2009.
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,1. General government,Adopt a government decree establishing a mechanism for implementing a fully functional risk management approaches in VAT refund processing,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2010,SB,"Introduced at R3. Rationale: improve the business environment by introducing best practice in modern tax administration, while boosting revenue collection and ensuring the integrity of the VAT system."
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,"1.2. Revenue administration, including customs",Submit legislation to parliament amending the Law on Presumptive Taxes to allow transfer of certain types of activities identified in the Law on Presumptive Taxes to the general taxation system.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,09/30/2010,SB,"Introduced at R3. Rationale: develop a sustainable revenue base by increasing revenue collection, while enhancing tax efficiency and equity."
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,1. General government,Submit a medium-term fiscal framework (2011-13) to the government.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,07/31/2010,SB,Introduced at R3. Rationale: strengthen the fiscal framework by anchoring fiscal policy in a credible and realistic medium-term framework to ensure fiscal and debt sustainability over the medium- to long-term.
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,"6.1. Financial sector legal reforms, regulation, and supervision","Issue prudential regulations to specifically address currency-induced credit risk, including increased loan-loss provisioning requirements and higher risk weights in capital requirements for foreign currency loans .",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2010,SB,Introduced at R3. Rationale: reduce vulnerabilities of the financial sector and enhance banks' risk management in light of increased dollarization and exchange rate flexibility.
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",Formalize the Committee for Financial Stability in an MOU.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,09/30/2010,SB,Introduced at R3. Rationale: ensure financial sector stability by enhancing contingency planning and crisis preparedness.
ARMENIA,611,SBA,03/06/2009,07/05/2011,06/28/2010,2009,03/29/2010,R3,L   ,"6.1. Financial sector legal reforms, regulation, and supervision",Issue prudential regulation requiring banks to prepare their contingency plans.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2010,SB,Introduced at R3. Rationale: ensure financial sector stability by enhancing contingency planning and crisis preparedness.
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"1.1. Revenue measures, excluding trade policy",Increase the tax rate structure for up-market luxury vehicles and SUVs for 2012 and adjust the specific tax on cars annually for inflation.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2011,PM,"Introduced at R2. At R4, Tax rates for luxury vehicles increased for 2012, but no annual adjustment mechanism."
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"1.1. Revenue measures, excluding trade policy",Introduce legislative changes that provide for annual automatic indexation of excises for inflation.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,,08/31/2011,NM,Introduced at R2.
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"1.1. Revenue measures, excluding trade policy",Approve a Tax Strategy paper.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2011,M,Introduced at R2. That lays out the tax reform objectives and implementation plan for 2012?15.
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"1.1. Revenue measures, excluding trade policy",Overhaul fiscal regime for the mining sector a. Strictly limit the fiscal stability clause in the new mining code to tax rates and to a set period of 5 years. b. Introduce and collect resource rents in terms of a variable royalty regime with the sliding rate depending on the EBIT to sales value. c. Clarification of deductibility of contributions for mine rehabilitation and mine site clean-up.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2011,M,Introduced at R3.
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"1.2. Revenue administration, including customs",Develop manuals for tax audits for usage starting January 2011.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2010,MOD,"Introduced at R0. Rationale: Reduce corruption, increase tax compliance, and enhance revenue collection. The text was changed in R1. See the modified SB in R1 SB-s."
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"1.2. Revenue administration, including customs","Simplify the reporting system by reducing the frequency of reporting to tax authorities and considerably streamline tax forms for VAT, profits tax, and personal income tax.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2010,M,"Introduced at R0. Rationale: Reduce corruption, increase tax compliance, and enhance revenue collection."
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"1.2. Revenue administration, including customs",Adopt a government decree establishing a mechanism for implementing a fully functional risk management approach in VAT refund processing.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2010,M,"Introduced at R0. Rationale: Reduce corruption, increase tax compliance, and enhance revenue collection."
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"1.2. Revenue administration, including customs",Implement a fully functional risk-based management approach in VAT refund processing.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,06/30/2011,MD,Introduced at R1.
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"1.2. Revenue administration, including customs","Develop manuals in tourism, real estate, transport, and sectors using cash register machines for tax audits for usage starting January 2011. ",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2010,M,"This is a modification of the SB which was present at R0, and was modified to this version at R1."
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"1.2. Revenue administration, including customs",Set up a taxpayer registry.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2011,MOD,"Introduced at R2. At R3, this benchmark is replaced by a  new benchmark on identifying whether a taxpayer has VAT liablity."
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"1.2. Revenue administration, including customs",Establish the capacity to identify whether the taxpayer has VAT liability by adding a VAT payer identification number to the tax identification number.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,12/31/2011,M,Introduced at R3 to replace the benchmark on setting up a taxpayer registry.
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"1.2. Revenue administration, including customs",Issue a White Paper detailing the measures and costs to address of addressing mixed cash and accrual accounting and refunding or setting off against future VAT liability excess VAT credits.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,03/31/2012,M,Introduced at R3.
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"1.3. Expenditure measures, including arrears clearance",Submit to Parliament legislative proposals to adopt OECD guidelines for transfer pricing for implementation in 2013.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,11/30/2012,M,"Introduced at R4. At R6, met. The government approved the law on transfer pricing on Dec. 27. Further improvements will be made to the draft legislation prior to National Assembly consideration."
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,1.5. Debt Management,"Approve a medium-term expenditure framework (2011?13), including a medium-term debt management strategy.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,08/31/2010,M,Introduced at R0. Rationale: Improve fiscal policy framework.
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)","Issue a government decree stipulating that clarifications and interpretations of laws, regulations, and procedures on taxes, duties, and mandatory fees should be approved by the Ministry of Finance. These clarifications and interpretations will become normative acts to be published and applied consistently across all taxpayers effective September 1, 2010.",Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,07/31/2010,M,"Introduced at R0. Rationale: Reduce corruption, increase tax compliance, and enhance revenue collection."
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)",Set up a tax appeals board under the government to deal with legal and procedural disputes of taxpayers.,Condition was previously a structural benchmark,SB,"IMF, CtyTeam",IMF Country team,IMF,09/30/2010,MD,"Introduced at R0. Rationale: Reduce corruption, increase tax compliance, and enhance revenue collection.  This condition was modified at R1. "
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,"1.7. Fiscal transparency (publication, parliamentary oversight)",Set up a Tax Appeals Committee under the Ministry of Finance to deal with legal and procedural disputes of taxpayers.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,IMF,09/30/2010,MOD,"At R1, text or description of this benchmark is modified. ""Set up a Tax Appeals Committee"" changed to ""Set up a tax appeals board.."""
ARMENIA,649,ECF-EFF,06/28/2010,06/27/2013,09/27/2013,2010,06/24/2013,R6,L   ,2.1. Central bank operations and reforms,Approve terms and conditions for deposit auction to enable the CBA to absorb liquidity with greater flexibility.,Condition is new,SB,"IMF, CtyTeam",IMF Country team,,09/30/2011,M,Introduced at R2.
